architecture,task_id,task_revision,model_id,condition_id,trials,reachable_successes,reachability_rate,reachability_ci_lower,reachability_ci_upper,task_successes,task_success_rate,task_success_ci_lower,task_success_ci_upper,blindness_reports,blindness_rate,blindness_ci_lower,blindness_ci_upper,reachable_success,reachable_failure,unreachable_success,unreachable_failure,mean_actions,mean_input_tokens,mean_output_tokens,mean_total_tokens,mean_tokens_per_action,mean_elapsed_seconds,mean_provider_cost_usd
vision,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,30.0,39458.0,2117.1,41575.1,1385.8366666666666,60.178156200000004,
vision,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,3926.0,102.0,4028.0,1342.6666666666667,5.5042002,
vision,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,9,0.9,0.5958499732047615,0.9821237869049271,0,0.0,0.0,0.2775327998628892,9,1,0,0,3.1,4057.6,124.2,4181.8,1348.967741935484,5.9440426,
vision,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,28.3,37220.8,1891.8,39112.6,1382.070671378092,70.0495324,
vision,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,3926.0,104.5,4030.5,1343.5,5.4710149999999995,
vision,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.1,4057.6,119.0,4176.6,1347.2903225806451,5.6585277,
vision,copy-known-value,5,foundry-gpt-5-6-terra,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,3926.0,104.1,4030.1,1343.3666666666666,5.4722172,
vision,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,3.0,3926.0,151.5,4077.5,1359.1666666666667,5.9315435,
vision,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,3926.0,94.8,4020.8,1340.2666666666667,5.0871605,
vision,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,3926.0,97.8,4023.8,1341.2666666666667,5.2116922,
vision,copy-known-value,5,foundry-gpt-5-6-terra,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,3926.0,98.0,4024.0,1341.3333333333333,5.3991209,
vision,copy-known-value,5,foundry-kimi-k2-6,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,8.3,15562.8,11504.7,27067.5,3261.144578313253,77.8623271,
vision,copy-known-value,5,foundry-kimi-k2-6,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,6.0,11723.5,7442.1,19165.6,3194.266666666667,49.536394,
vision,copy-known-value,5,foundry-kimi-k2-6,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,8,0.8,0.49016247153664183,0.9433178485456247,0,0.0,0.0,0.2775327998628892,8,2,0,0,7.6,14841.8,9733.3,24575.1,3233.565789473684,85.5404542,
vision,copy-known-value,5,foundry-kimi-k2-6,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,7.3,14106.4,7633.0,21739.4,2978.0,50.560449,
vision,copy-known-value,5,foundry-kimi-k2-6,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,5.0,9890.6,6339.6,16230.2,3246.04,42.0280623,
vision,copy-known-value,5,foundry-kimi-k2-6,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,10.5,20157.4,9539.6,29697.0,2828.285714285714,70.16480299999999,
vision,copy-known-value,5,foundry-kimi-k2-6,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,7.3,14100.6,6539.2,20639.8,2827.3698630136987,44.0261444,
vision,copy-known-value,5,foundry-kimi-k2-6,rendered-canvas,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,5.8,10794.8,6467.7,17262.5,2976.293103448276,41.5032711,
vision,copy-known-value,5,foundry-kimi-k2-6,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,6.8,13004.5,6280.5,19285.0,2836.029411764706,42.4364051,
vision,copy-known-value,5,foundry-kimi-k2-6,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,4.7,9161.1,3748.5,12909.6,2746.723404255319,26.1788831,
vision,copy-known-value,5,foundry-kimi-k2-6,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,6.4,12833.5,6476.9,19310.4,3017.25,46.0919647,
vision,read-known-value,2,foundry-gpt-5-6-terra,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,24.0,1302.0,1302.0,2.400671,
vision,read-known-value,2,foundry-gpt-5-6-terra,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,31.1,1309.1,1309.1,2.4323159,
vision,read-known-value,2,foundry-gpt-5-6-terra,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,1.0,1278.0,29.7,1307.7,1307.7,2.2635743,
vision,read-known-value,2,foundry-gpt-5-6-terra,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,26.0,1304.0,1304.0,2.22969,
vision,read-known-value,2,foundry-gpt-5-6-terra,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,24.0,1302.0,1302.0,2.4555123,
vision,read-known-value,2,foundry-gpt-5-6-terra,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,1.0,1278.0,25.0,1303.0,1303.0,2.5021424,
vision,read-known-value,2,foundry-gpt-5-6-terra,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,24.0,1302.0,1302.0,2.2149052,
vision,read-known-value,2,foundry-gpt-5-6-terra,rendered-canvas,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,1.0,1278.0,30.0,1308.0,1308.0,2.4135523,
vision,read-known-value,2,foundry-gpt-5-6-terra,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,24.0,1302.0,1302.0,2.1539895000000002,
vision,read-known-value,2,foundry-gpt-5-6-terra,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,25.7,1303.7,1303.7,2.2864756,
vision,read-known-value,2,foundry-gpt-5-6-terra,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1278.0,24.0,1302.0,1302.0,2.3477278999999998,
vision,read-known-value,2,foundry-kimi-k2-6,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,105.7,1900.7,1900.7,2.0781941,
vision,read-known-value,2,foundry-kimi-k2-6,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,96.4,1891.4,1891.4,1.9928414,
vision,read-known-value,2,foundry-kimi-k2-6,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,101.2,1896.2,1896.2,2.1095305,
vision,read-known-value,2,foundry-kimi-k2-6,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,91.6,1886.6,1886.6,2.1190671,
vision,read-known-value,2,foundry-kimi-k2-6,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,103.0,1898.0,1898.0,2.1203,
vision,read-known-value,2,foundry-kimi-k2-6,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,118.1,1913.1,1913.1,1.9168569999999998,
vision,read-known-value,2,foundry-kimi-k2-6,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,85.3,1880.3,1880.3,1.937162,
vision,read-known-value,2,foundry-kimi-k2-6,rendered-canvas,10,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,10,0,0,1.0,1795.0,107.8,1902.8,1902.8,1.9915555999999999,
vision,read-known-value,2,foundry-kimi-k2-6,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,99.0,1894.0,1894.0,1.9684005,
vision,read-known-value,2,foundry-kimi-k2-6,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,105.4,1900.4,1900.4,1.9135494999999998,
vision,read-known-value,2,foundry-kimi-k2-6,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1795.0,94.3,1889.3,1889.3,2.0055561,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,7071.6,95.5,7167.1,2389.0333333333333,4.703144,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,9022.8,89.4,9112.2,3037.4,4.6628714,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,10988.4,95.8,11084.2,3694.733333333333,4.8045707,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,7091.4,98.0,7189.4,2396.4666666666667,18.361213799999998,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,9076.8,97.8,9174.6,3058.2,4.6997944,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,11035.5,96.9,11132.4,3710.8,4.7082098000000006,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,4782.4,95.0,4877.4,1625.8,4.6455666,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,10,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0,0,10,28.1,51419.3,7541.9,58961.2,2098.2633451957295,131.3470378,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,6386.8,97.2,6484.0,2161.3333333333335,4.8108659000000005,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,6613.2,96.0,6709.2,2236.4,4.9179496,
cdp_frame_traversal,copy-known-value,5,foundry-gpt-5-6-terra,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.0,6375.0,92.6,6467.6,2155.866666666667,4.8167351,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.7,9230.6,5578.2,14808.8,4002.3783783783783,34.283807100000004,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,4.3,14901.9,7296.1,22198.0,5162.325581395349,47.922706399999996,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,4.5,17434.7,7661.5,25096.2,5576.933333333333,48.674728099999996,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.4,8812.5,5746.2,14558.7,4281.970588235294,37.383194100000004,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.1,10274.1,5442.8,15716.9,5069.967741935484,35.350927999999996,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.6,14236.8,6578.6,20815.4,5782.055555555556,39.9133619,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,9,0.9,0.5958499732047615,0.9821237869049271,0,0.0,0.0,0.2775327998628892,9,1,0,0,3.3,5619.2,2800.0,8419.2,2551.2727272727275,35.73707829999999,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,rendered-canvas,10,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0,0,10,1.7,2863.1,21622.0,24485.1,14403.0,160.3919153,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.6,8136.2,3590.2,11726.4,3257.3333333333335,25.2403536,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,3.4,7884.7,3158.3,11043.0,3247.9411764705883,21.604868,
cdp_frame_traversal,copy-known-value,5,foundry-kimi-k2-6,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,4.0,9170.6,4063.8,13234.4,3308.6,27.202604100000002,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2065.7,24.0,2089.7,2089.7,1.6948447000000002,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2719.3,24.0,2743.3,2743.3,1.6547687,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,3369.2,24.0,3393.2,3393.2,1.7199353,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2076.4,24.0,2100.4,2100.4,1.6121078,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2732.0,24.0,2756.0,2756.0,1.7170010000000002,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,3386.9,24.0,3410.9,3410.9,1.7437101,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1268.6,24.0,1292.6,1292.6,1.6663522,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,rendered-canvas,10,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0,0,10,1.8,2168.8,326.0,2494.8,1386.0,6.4901027,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1660.6,24.0,1684.6,1684.6,1.5879829,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1767.6,24.0,1791.6,1791.6,1.7701851000000002,
cdp_frame_traversal,read-known-value,2,foundry-gpt-5-6-terra,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1655.6,24.0,1679.6,1679.6,1.6257293000000002,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,iframe-cross-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2051.4,223.1,2274.5,2274.5,2.2539006,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,iframe-cross-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2695.8,200.8,2896.6,2896.6,2.608862,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,iframe-cross-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,3339.9,195.8,3535.7,3535.7,2.4575769999999997,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,iframe-same-depth-1,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2062.8,208.1,2270.9,2270.9,2.7621897,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,iframe-same-depth-2,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,2709.3,210.5,2919.8,2919.8,2.458822,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,iframe-same-depth-3,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,3360.7,215.5,3576.2,3576.2,2.4541961,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,level-0,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1263.4,145.1,1408.5,1408.5,1.8639527,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,rendered-canvas,10,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0.0,0.0,0.2775327998628892,0,0,0,10,0.9,1072.6,14202.9,15275.5,16972.777777777777,147.261886,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,shadow-closed,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1648.2,209.0,1857.2,1857.2,2.0430508,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,shadow-nested-open-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1754.0,200.3,1954.3,1954.3,2.1271534,
cdp_frame_traversal,read-known-value,2,foundry-kimi-k2-6,shadow-open,10,10,1.0,0.7224672001371107,0.9999999999999999,10,1.0,0.7224672001371107,0.9999999999999999,0,0.0,0.0,0.2775327998628892,10,0,0,0,1.0,1641.4,171.9,1813.3,1813.3,1.9301041,
