architecture,task_id,task_revision,model_id,condition_id,outcome,k,n,successes,meets_k_of_n,observed_rate,wilson_ci_lower,wilson_ci_upper
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-1,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-2,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-cross-depth-3,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-1,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-2,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,iframe-same-depth-3,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,level-0,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,1,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,2,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,3,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,4,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,5,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,6,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,7,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,8,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,9,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,reachability,10,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,1,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,2,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,3,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,4,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,5,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,6,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,7,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,8,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,9,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,rendered-canvas,task_success,10,10,0,False,0.0,0.0,0.2775327998628892
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,reachability,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,8,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,9,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-closed,task_success,10,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,1,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,2,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,3,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,4,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,5,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,6,10,10,True,1.0,0.7224672001371107,0.9999999999999999
dom_extraction,copy-known-value,5,foundry-gpt-5-6-terra,shadow-nested-open-open,reachability,7,10,10,True,1.0,0.7224672001371107,0.9999999999999999
